id,name,lat,lon,A1,A2,A3,A4,is_active,validation_date,nature,grouping,pre_school,basic_1,basic_2,basic_3,high_school,professional,special,artistic,university,other,address,postal_code,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,url,email,phone,stops
287325,Escola Básica da Restauração,38.751878,-8.964422,0,0,0,0,1,0,public,Agrupamento de Escolas de Alcochete,1,1,0,0,0,0,0,0,0,0,Av. da Restauração,2890-012,ALCOCHETE,,,1502,Alcochete,15,Setúbal,PT170,AML,,eb1ji.restauracao@escolas.min-edu.pt,212342975,010007|010008|010009|010010|010025
287623,Escola Básica do Casal da Barôta,38.761247,-9.276333,0,0,0,0,1,0,public,Agrupamento de Escolas de Massamá Sintra,1,1,0,0,0,0,0,0,0,0,Rua da Padeira de Aljubarrota - Casal da Barota,2605-651,BELAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.belas@escolas.min-edu.pt,214382923,170947|170948|170975|170976|170977|170982|170983|170984|170985|170986|170987|170989|171003|171005|172543|172544|170981
287635,Escola Básica de Santo António dos Cavaleiros,38.812947,-9.167566,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas General Humberto Delgado Loures,1,1,0,0,0,0,0,0,0,0,Rua Cesário Verde Quinta da Caldeira - Unidade 8A,2660-246,SANTO ANTÓNIO CAVALEIROS,,,1107,Loures,11,Lisboa,PT170,AML,http://eb1jisac.blogspot.pt,eb1ji.sacavaleiros@escolas.min-edu.pt,219891082,070295|070296|070297|070298|070299|070300|070321|070322
287714,Escola Básica Mário Cunha Brito,38.779479,-9.261731,0,0,0,0,1,0,public,Agrupamento de Escolas de Queluz-Belas Sintra,1,1,0,0,0,0,0,0,0,0,Rua Costa Reis - Fonteireira,2605-206,BELAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.qtfonteireira@escolas.min-edu.pt,214319306,170527|170529|171065|171067|171069|171071|171073
287726,Escola Básica do Casal do Cotão,38.762930,-9.301174,0,0,0,0,1,0,public,Agrupamento de Escolas D. João II Sintra,1,1,0,0,0,0,0,0,0,0,Praça Cidade de Omura,2735-198,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.casalcotao@escolas.min-edu.pt,214260292,170685|170686|170689|170690|170691|170692|170701|170703|170743
287738,Escola Básica n.º 1 de Fitares,38.784794,-9.313362,0,0,0,0,1,0,public,Agrupamento de Escolas Escultor Francisco dos Santos Sintra,1,1,0,0,0,0,0,0,0,0,Avenida do Parque Fitares,2635-001,RIO DE MOURO,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.fitares@escolas.min-edu.pt,219169440,170175|170176|170177|170191|170193|170195|170196
287740,Escola Básica de Colaride,38.768198,-9.292319,0,0,0,0,1,0,public,Agrupamento de Escolas Aqua Alba Agualva Sintra,1,1,0,0,0,0,0,0,0,0,R. Monte da Tapada,2735-442,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.colaride@escolas.min-edu.pt,214313582,170745|170746|170747|170748|170749|170750|170751|170753|170754
287751,Escola Básica n.º 1 de São Marcos,38.747504,-9.293277,0,0,0,0,1,0,public,Agrupamento de Escolas D. João II Sintra,1,1,0,0,0,0,0,0,0,0,Praceta Rio Amazonas,2735-000,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.smarcos@escolas.min-edu.pt,214266924,170717|170721|172475|170737
287763,Escola Básica do Casal da Cavaleira,38.806440,-9.355489,0,0,0,0,1,0,public,Agrupamento de Escolas do Algueirão Sintra,1,1,0,0,0,0,0,0,0,0,R. Cidade de Olhão,2725-006,MEM MARTINS,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.emds.edu.pt,eb1ji.casalcavaleira@escolas.min-edu.pt,219227669,170207|170208|170209|170210|170301|170302|170303|170304|170306
287775,Escola Básica n.º 1 de Rio de Mouro,38.781039,-9.321528,0,0,0,0,1,0,public,Agrupamento de Escolas Leal da Câmara Sintra,1,1,0,0,0,0,0,0,0,0,Av. Gil Eanes,2635-294,RIO DE MOURO,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.riomouro@escolas.min-edu.pt,219162336,170071|170073|170165|170166|170671|170672|172492|172493|172601|170069|170070
287787,Escola Básica de Xutaria,38.764068,-9.276925,0,0,0,0,1,0,public,Agrupamento de Escolas de Massamá Sintra,1,1,0,0,0,0,0,0,0,0,Rua Rainha Dona Amélia - Casal da Barota,2605-664,BELAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.xutaria@escolas.min-edu.pt,214302223,170987|170989|170991|170993|171003
287805,Escola Básica Pedro Álvares Cabral,38.730487,-9.317480,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Aquilino Ribeiro Oeiras,1,1,0,0,0,0,0,0,0,0,Bairro dos Navegadores,2740-234,PORTO SALVO,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1ji.portosalvo@escolas.min-edu.pt,214210449,120995
287817,Escola Básica da Rosa dos Ventos,38.704334,-8.954516,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Poeta Joaquim Serra Montijo,1,1,0,0,0,0,0,0,0,0,Rua Dª Maria Pia,2870-471,MONTIJO,,,1507,Montijo,15,Setúbal,PT170,AML,,eb1ji.afonsoeiro@escolas.min-edu.pt,212309680,100037|100038|100115|100331|100332|100448
287829,Escola Básica de Caneira,38.712633,-8.992806,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas do Montijo,1,1,0,0,0,0,0,0,0,0,Rua 8 de Março,2870-000,MONTIJO,,,1507,Montijo,15,Setúbal,PT170,AML,,eb1ji.caneira@escolas.min-edu.pt,212309670,100287|100288
287830,Escola Básica Joaquim José Carvalho,38.571973,-8.902358,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Palmela,1,1,0,0,0,0,0,0,0,0,Largo Engenheiro Jacinto Augusto Pereira,2950-203,PALMELA,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1ji.palmela@escolas.min-edu.pt,212338370,130001|130002|130005|130006|130047|130049|130051|130053|130062|130063
287878,Escola Básica da Quinta da Condessa,38.780171,-9.212598,0,0,0,0,1,0,public,Agrupamento de Escolas Braamcamp Freire - Pontinha Odivelas,1,1,0,0,0,0,0,0,0,0,Rua Palmira Bastos - Bairro da Condessa,1675-627,PONTINHA,,,1116,Odivelas,11,Lisboa,PT170,AML,,eb1ji.quintadacondessa@escolas.min-edu.pt,214785243,110033|110051
287880,Escola Básica do Lumiar,38.767566,-9.167931,0,0,0,0,1,0,public,Agrupamento de Escolas Vergílio Ferreira Lisboa,1,1,0,0,0,0,0,0,0,0,R. Abel Salazar 25,1600-817,LISBOA,,,1106,Lisboa,11,Lisboa,PT170,AML,,eb1ji.lumiar@escolas.min-edu.pt,217581945,
287891,Escola Básica de Mem Martins,38.789370,-9.352791,0,0,0,0,1,0,public,Agrupamento de Escolas Ferreira de Castro Sintra,1,1,0,0,0,0,0,0,0,0,Rua Artur de Sousa,2725-228,MEM MARTINS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.memmartins@escolas.min-edu.pt,219265997,170115|170116|170113|170114|170111|170112|170109|170110
287908,Escola Básica Amélia Vieira Luís,38.722751,-9.224985,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Carnaxide - Portela Oeiras,1,1,0,0,0,0,0,0,0,0,Largo 7 de Junho,2790-153,CARNAXIDE,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1ji.opcarnaxide@escolas.min-edu.pt,214186199,120015|120016|120017|120117|120119|120441|120443|120455|120457
287910,Escola Básica Ricardo Alberty,38.770524,-9.227434,0,0,0,0,1,0,public,Agrupamento de Escolas Miguel Torga Amadora,1,1,0,0,0,0,0,0,0,0,Rua 17 de Setembro,2700-000,AMADORA,,,1115,Amadora,11,Lisboa,PT170,AML,,eb1.boba@escolas.min-edu.pt,214912180,030181|030182|030183|030184|030185|030186|030187
287933,Escola Básica de Vila Fresca de Azeitão,38.525481,-8.997095,0,0,0,0,1,0,public,Agrupamento de Escolas de Azeitão Setúbal,0,1,0,0,0,0,0,0,0,0,Rua da Escola,2925-486,AZEITÃO,,,1512,Setúbal,15,Setúbal,PT170,AML,,eb1.vfrescaazeitao@escolas.min-edu.pt,212189025,160563|160564|160601|160779
288159,Escola Básica Brito Pais,38.780648,-9.227166,0,0,0,0,1,0,public,Agrupamento de Escolas José Cardoso Pires Amadora,1,1,0,0,0,0,0,0,0,0,Rua Catarina Eufémia,2650-341,AMADORA,,,1115,Amadora,11,Lisboa,PT170,AML,,eb1.n2.mina@escolas.min-edu.pt,214929430,030259|030261|030263|030277
288160,Escola Básica de Sassoeiros,38.707028,-9.385699,0,0,0,0,1,0,public,Agrupamento de Escolas de Carcavelos Cascais,1,1,0,0,0,0,0,0,0,0,R. Vitorino Nemésio,2775-794,CARCAVELOS,,,1105,Cascais,11,Lisboa,PT170,AML,,eb1.n1.sassoeiros@escolas.min-edu.pt,212465298,
288172,Jardim de Infância Nossa Senhora do Vale,38.702811,-9.276954,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de São Bruno Oeiras,1,0,0,0,0,0,0,0,0,0,R. Damão,2760-041,CAXIAS,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1.n1.caxias@escolas.min-edu.pt,214425022,120589|120591|120659|120901|120903|121263|121265
288494,Escola Básica de Vale Flores,38.653333,-9.174164,0,0,0,0,1,0,public,Agrupamento de Escolas Romeu Correia Almada,1,1,0,0,0,0,0,0,0,0,Rua Alfredo Simões Pimenta - Feijó,2810-010,ALMADA,,,1503,Almada,15,Setúbal,PT170,AML,,,212508720,020123|020124|020125|020197|020701
288500,Escola Básica n.º 1 do Lavradio,38.667092,-9.049630,0,0,0,0,1,0,public,Agrupamento de Escolas de Álvaro Velho Barreiro,1,1,0,0,0,0,0,0,0,0,R. Silva Cristino,2835-450,LAVRADIO,,,1504,Barreiro,15,Setúbal,PT170,AML,,eb1.n1.lavradio@escolas.min-edu.pt,212045029,
288512,Escola Básica da Telha Nova,38.644818,-9.054016,0,0,0,0,1,0,public,Agrupamento de Escolas de Santo André Barreiro,1,1,0,0,0,0,0,0,0,0,R. Afonso de Albuquerque,2830-177,BARREIRO,,,1504,Barreiro,15,Setúbal,PT170,AML,,eb1.n1.telhanova@escolas.min-edu.pt,212152021,
288524,Escola Básica de Penalva,38.599920,-9.019494,0,0,0,0,1,0,public,Agrupamento de Escolas de Santo António Barreiro,1,1,0,0,0,0,0,0,0,0,Lg. da Igreja,2835-591,SANTO ANTÓNIO DA CHARNECA,,,1504,Barreiro,15,Setúbal,PT170,AML,,eb1.psacharneca@escolas.min-edu.pt,212131560,040097|040098|040095|040096
288536,Escola Básica Ary dos Santos,38.712665,-8.977446,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas do Montijo,1,1,0,0,0,0,0,0,0,0,R. das Margaridas,2870-290,MONTIJO,,,1507,Montijo,15,Setúbal,PT170,AML,,eb1.n1.montijo@escolas.min-edu.pt,212301684,100119|100120|100121|100122
288548,Jardim de Infância da Lagoa do Calvo,38.665958,-8.736464,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas José Saramago Palmela,1,0,0,0,0,0,0,0,0,0,Rua Joaquim Pessoa,2965-000,ÁGUAS DE MOURA,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1.lagoacalvo@escolas.min-edu.pt,265995055,130149|130150
290014,Escola Básica do Casal de Cambra,38.801995,-9.236956,0,0,0,0,1,0,public,Agrupamento de Escolas Professor Agostinho da Silva Sintra,1,1,0,0,0,0,0,0,0,0,Rua da Covilhã Nº 32,2605-001,BELAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n1.casalcambra@escolas.min-edu.pt,219804670,172171|172177
290026,Escola Básica de Mucifal,38.809072,-9.442527,0,0,0,0,1,0,public,Agrupamento de Escolas Monte da Lua Sintra,1,1,0,0,0,0,0,0,0,0,R. da Escola Nova,2705-218,COLARES,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.mucifal@escolas.min-edu.pt,219283537,171839|171840|171841
290038,Escola Básica de Maceira,38.867752,-9.313338,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,R. dos Granitos,2715-631,MONTELAVAR,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.mmontelavar@escolas.min-edu.pt,219279856,171251|171252|171253|171254
290040,Escola Básica de Cortegaça,38.832222,-9.322929,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,R. da República,2715-311,ALMARGEM DO BISPO,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.cortegaca@escolas.min-edu.pt,219271439,171985|171989|171986|171983|171984|171988|171987
290051,Escola Básica de Pêro Pinheiro,38.857684,-9.323802,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,R. Rosa Diamantina Gonçalves Caroço,2715-113,PERO PINHEIRO,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.peropinheiro@escolas.min-edu.pt,219271023,171269|171271|172019|172423|172559|172560
290063,Escola Básica do Pendão,38.760980,-9.254587,0,0,0,0,1,0,public,Agrupamento de Escolas de Queluz-Belas Sintra,1,1,0,0,0,0,0,0,0,0,Largo Alto dos Moinhos - Pendão,2745-017,QUELUZ,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n3.queluz@escolas.min-edu.pt,214350138,171039|171095|172117|172119|172121
290075,Escola Básica de Vale Mourão,38.766137,-9.319714,0,0,0,0,1,0,public,Agrupamento de Escolas D. Maria II Sintra,1,1,0,0,0,0,0,0,0,0,R. Natália Correia,2635-475,RIO DE MOURO,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n1.paioes@escolas.min-edu.pt,219172212,170423|170424|170425|170427|170428|170437|170497|170501|172204|172281|172282
290087,Escola Básica da Rinchoa,38.785014,-9.320926,0,0,0,0,1,0,public,Agrupamento de Escolas Escultor Francisco dos Santos Sintra,1,1,0,0,0,0,0,0,0,0,Rua dos Amieiros,2635-102,RIO DE MOURO,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n1.rinchoa@escolas.min-edu.pt,219165030,170073|170165|170166|170167|170168|170169|170171|170172|170181|172492|172493|172601
290105,Escola Básica de Monte Abraão,38.763647,-9.263034,0,0,0,0,1,0,public,Agrupamento de Escolas Ruy Belo Sintra,1,1,0,0,0,0,0,0,0,0,R. Garcia de Resende,2745-275,QUELUZ,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n1.queluz@escolas.min-edu.pt,214392094,170881|170883|170885|170887|170889|172179|172181|172183|172187|172511|172514|172516|172546
290117,Escola Básica de Assafora,38.904408,-9.414931,0,0,0,0,1,0,public,Agrupamento de Escolas Alto dos Moinhos Sintra,1,1,0,0,0,0,0,0,0,0,R. dos Moinhos,2705-434,SÃO JOÃO DAS LAMPAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.assafora@escolas.min-edu.pt,219612100,171627|171629|171630|171675
290129,Escola Básica de Bolembre,38.868746,-9.427773,0,0,0,0,1,0,public,Agrupamento de Escolas Alto dos Moinhos Sintra,1,1,0,0,0,0,0,0,0,0,Rua da Escola Nova n.º 6,2705-542,SÃO JOÃO DAS LAMPAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.bolembre@escolas.min-edu.pt,219611465,171769|171770|171775|171776|171791|171792
290130,Escola Básica n.º 1 da Serra das Minas,38.786704,-9.332748,0,0,0,0,1,0,public,Agrupamento de Escolas de Mem Martins Sintra,1,1,0,0,0,0,0,0,0,0,Av. João de Deus,2635-439,RIO DE MOURO,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.eb1.n4.rinchoa.min-edu.pt,eb1.n3.rinchoa@escolas.min-edu.pt,219210071,170064|170081|170082|170083|170084|170085|170086|170087|170159|170160|172275|172276|170063|170064
290142,Escola Básica n.º 2 da Serras das Minas,38.784576,-9.328907,0,0,0,0,1,0,public,Agrupamento de Escolas Leal da Câmara Sintra,1,1,0,0,0,0,0,0,0,0,Rua dos Penedos Gordos,2635-439,RIO DE MOURO,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.eb1.n4.rinchoa.min-edu.pt,eb1.n4.rinchoa@escolas.min-edu.pt,219162720,170061|170062|170063|172277|172278|170064
290154,Escola Básica do Sabugo e Vale de Lobos,38.820518,-9.290305,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,R. Prof. Rosa Génio Alves,2715-395,ALMARGEM DO BISPO,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.malhatlantica.pt/abispo,eb1.n1.svalelobos@escolas.min-edu.pt,219624568,170351|170352|170353|170354|170355|170393|170395
290166,Escola Básica de Santa Susana,38.916532,-9.383005,0,0,0,0,1,0,public,Agrupamento de Escolas Alto dos Moinhos Sintra,1,1,0,0,0,0,0,0,0,0,Largo da Escola Nova,2705-736,SÃO JOÃO DAS LAMPAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.sssjoaolampas@escolas.min-edu.pt,219611341,172360|172362
290178,Escola Básica Dr. António Torrado,38.771779,-9.287632,0,0,0,0,1,0,public,Agrupamento de Escolas Agualva Mira Sintra Sintra,1,1,0,0,0,0,0,0,0,0,Rua Dr. Manuel Francisco Cordeiro Foito,2735-540,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.escola4agualva.pt,eb1.n4.agualva@escolas.min-edu.pt,214312294,170560|170563|170557|170558|170556|170555
290180,Escola Básica n.º 2 de Agualva,38.773272,-9.305502,0,0,0,0,1,0,public,Agrupamento de Escolas Aqua Alba Agualva Sintra,1,1,0,0,0,0,0,0,0,0,R. do Seminário,2735-136,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n4.cacem@escolas.min-edu.pt,219143334,170615|172515|170614|170613|170611|170612
290191,Escola Básica de Abrunheira,38.774651,-9.357418,0,0,0,0,1,0,public,Agrupamento de Escolas Alfredo da Silva Sintra,1,1,0,0,0,0,0,0,0,0,R. Carlos Paião,2710-018,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.assppenaferrim@escolas.min-edu.pt,219250127,170135|170136|170137|170138|170139|171161|171162
290208,Escola Básica de Manique de Cima,38.756657,-9.360273,0,0,0,0,1,0,public,Agrupamento de Escolas Alfredo da Silva Sintra,0,1,0,0,0,0,0,0,0,0,R. Fernando Pessoa,2710-404,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n2.linho@escolas.min-edu.pt,219259418,172231|172243|172340|172341|172342|172339
290210,Escola Básica de São Pedro,38.791735,-9.380563,0,0,0,0,1,0,public,Agrupamento de Escolas Monte da Lua Sintra,1,1,0,0,0,0,0,0,0,0,Calçada de S. Pedro 43,2710-510,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n1.sintra@escolas.min-edu.pt,219242231,171897|171899|171901
290221,Escola Básica de Lameiras e Fação,38.845992,-9.341702,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,R. das Forças Armadas,2715-776,TERRUGEM SNT,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.lameirasterrugem@escolas.min-edu.pt,219270258,171997|171999|172000|171998
290233,Escola Básica de Mira Sintra,38.787374,-9.304071,0,0,0,0,1,0,public,Agrupamento de Escolas Agualva Mira Sintra Sintra,1,1,0,0,0,0,0,0,0,0,R. Paulo Freire,2735-407,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n1.mirasintra@escolas.min-edu.pt,219131830,170485|170486|170487|170488|172083|172103
290245,Escola Básica n.º 2 de São Marcos,38.748112,-9.301766,0,0,0,0,1,0,public,Agrupamento de Escolas D. João II Sintra,1,1,0,0,0,0,0,0,0,0,Av. Brasil,2735-521,AGUALVA-CACÉM,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.smarcosbrasil@escolas.min-edu.pt,214262284,170727|170729|170730|170731|170775|170776
290257,Escola Básica de Ouressa,38.797369,-9.352004,0,0,0,0,1,0,public,Agrupamento de Escolas Ferreira de Castro Sintra,1,1,0,0,0,0,0,0,0,0,R. João Mª Magalhães Ferraz - Bº de Ouressa,2725-338,MEM MARTINS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n4.memmartins@escolas.min-edu.pt,219218184,170281|170802|170804|170805|170806|170807|170808|171099|171868|171870
290269,Escola Básica Eduardo Luna de Carvalho,38.797820,-9.329799,0,0,0,0,1,0,public,Agrupamento de Escolas Visconde de Juromenha Sintra,1,1,0,0,0,0,0,0,0,0,Rua Quinze,2725-571,MEM MARTINS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1ji.tapadamerces2@escolas.min-edu.pt,219216288,170255|170256|170257|170259|170260|170261|170263|170269|170273|170275|170521|170523|170524|170258
290282,Escola Básica de Almargem do Bispo,38.842852,-9.272408,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,Av. José Maria Pais,2715-230,ALMARGEM DO BISPO,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.malhatlantica.pt/abispo,eb1.almargembispo@escolas.min-edu.pt,219622466,170329|170331|170332|170397
290294,Escola Básica de Aruil,38.839439,-9.254923,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,R. General Barnabé António Ferreira,2715-247,ALMARGEM DO BISPO,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.malhatlantica.pt/abispo,eb1.aruilbaixo@escolas.min-edu.pt,219622804,172435|172436|172437|172438|172440
290300,Escola Básica de Negrais,38.879514,-9.278769,0,0,0,0,1,0,public,Agrupamento de Escolas Lapiás Sintra,1,1,0,0,0,0,0,0,0,0,Rua Visconde d´Asseca,2715-313,ALMARGEM DO BISPO,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.malhatlantica.pt/abispo,eb1.negrais@escolas.min-edu.pt,219674387,171223|171224|171225|171226|172407|172408
290312,Escola Básica da Portela de Sintra,38.799247,-9.376034,0,0,0,0,1,0,public,Agrupamento de Escolas Monte da Lua Sintra,1,1,0,0,0,0,0,0,0,0,R. Félix Alves Pereira,2710-716,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n3.sintra@escolas.min-edu.pt,219241985,170820|171921|170819
290324,Escola Básica n.º 3 de Belas,38.776121,-9.273974,0,0,0,0,1,0,public,Agrupamento de Escolas de Queluz-Belas Sintra,1,1,0,0,0,0,0,0,0,0,R. Quinta do Olival Velho,2605-086,BELAS,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n4.belas@escolas.min-edu.pt,214314426,170543|172541|170546|170545
290336,Jardim de Infância de Ral,38.827365,-9.359806,0,0,0,0,1,0,public,Agrupamento de Escolas D. Carlos I Sintra,1,0,0,0,0,0,0,0,0,0,R. do Pombal,2710-446,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n2.vverde@escolas.min-edu.pt,219613133,171289|171290|172013|172014|172015|172016|172017|172018|172625
290348,Escola Básica de Sintra,38.799766,-9.392347,0,0,0,0,1,0,public,Agrupamento de Escolas Monte da Lua Sintra,1,1,0,0,0,0,0,0,0,0,R. Sotto Mayor - Arraçário,2710-628,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,,eb1.n2.sintra@escolas.min-edu.pt,219241240,
290350,Escola Básica de Galamares,38.801035,-9.416752,0,0,0,0,1,0,public,Agrupamento de Escolas Monte da Lua Sintra,1,1,0,0,0,0,0,0,0,0,Rua da Liberdade,2710-022,SINTRA,,,1111,Sintra,11,Lisboa,PT170,AML,http://www.eb1-galamares.rcts.pt,,219233623,171363|171364
290520,Escola Básica Prof. João Dias Agudo,38.934093,-9.208962,0,0,0,0,1,0,public,Agrupamento de Escolas de Venda do Pinheiro Mafra,1,1,0,0,0,0,0,0,0,0,Rua Campo da Bola,2665-357,MILHARADO,,,1109,Mafra,11,Lisboa,PT170,AML,,eb1.povoagalega@escolas.min-edu.pt,219759120,
292825,Escola Básica de Vila Nova da Caparica,38.645037,-9.205309,0,0,0,0,1,0,public,Agrupamento de Escolas da Caparica Almada,1,1,0,0,0,0,0,0,0,0,R. Pedro Alvares Cabral,2825-000,CAPARICA,,,1503,Almada,15,Setúbal,PT170,AML,http://www.aecaparica.pt,eb1.n1.vnovacaparica@escolas.min-edu.pt,212945820,020707|020779|020780|020967|020968
293570,Escola Básica António Matos Fortuna,38.569378,-8.944145,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Palmela,1,1,0,0,0,0,0,0,0,0,Rua dos Lusíadas,2950-725,QUINTA DO ANJO,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1.n1.qtanjo@escolas.min-edu.pt,212881308,130333|130339|130720|130721
293581,Escola Básica de Aires,38.572198,-8.880691,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Palmela,1,1,0,0,0,0,0,0,0,0,Rua Fundadores do Airense,2950-323,PALMELA,,,1508,Palmela,15,Setúbal,PT170,AML,,eb1.n1.aires@escolas.min-edu.pt,212339950,130653|130654
293593,Escola Básica do Casal da Serra,38.781627,-9.206267,0,0,0,0,1,0,public,Agrupamento de Escolas Braamcamp Freire - Pontinha Odivelas,1,1,0,0,0,0,0,0,0,0,Casal da Serra - Porto da Paiã,1675-178,PONTINHA,,,1116,Odivelas,11,Lisboa,PT170,AML,,eb1.n1.paia@escolas.min-edu.pt,214784281,110683|110684
293600,Escola Básica Narcisa Pereira,38.724299,-9.263563,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Linda-a-Velha e Queijas Oeiras,1,1,0,0,0,0,0,0,0,0,Rua de São Romão- Bairro Cheuny,2790-435,QUEIJAS,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1.n3.lindaapastora@escolas.min-edu.pt,214185017,120299|120505|120506|120543
293611,Escola Básica Manuel Beça Múrias,38.681842,-9.321708,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de São Julião da Barra Oeiras,1,1,0,0,0,0,0,0,0,0,Bairro da Medrosa,2780-075,OEIRAS,,,1110,Oeiras,11,Lisboa,PT170,AML,http://www.terravista.pt/FerNoronha/17647,eb1.n4.oeiras@escolas.min-edu.pt,214425061,120799|120801|120805|121185|121186|121189|121209|121320|121321
293623,Escola Básica Sá de Miranda,38.694226,-9.327337,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas Conde de Oeiras Oeiras,1,1,0,0,0,0,0,0,0,0,R. Sá de Miranda,2780-162,OEIRAS,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1.n2.oeiras@escolas.min-edu.pt,214564520,121225|121226|121227|121228|121229|121230
293635,Escola Básica Maria Luciana Seruca,38.702565,-9.291901,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Paço de Arcos Oeiras,1,1,0,0,0,0,0,0,0,0,Rua Conde de Rio Maior,2770-001,PAÇO DE ARCOS,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1.n4.pacoarcos@escolas.min-edu.pt,214427452,120608|120631|120632|120633|120671|121310|121311|121312|121313
293647,Jardim de Infância Roberto Ivens,38.700227,-9.249608,0,0,0,0,1,2023-08-30,public,Agrupamento de Escolas de Santa Catarina Oeiras,1,0,0,0,0,0,0,0,0,0,Rua Policarpo Anjos,1495-698,CRUZ QUEBRADA-DAFUNDO,,,1110,Oeiras,11,Lisboa,PT170,AML,,eb1.dafundo@escolas.min-edu.pt,214198080,120129|120130|120131|120133|120258|121274
