operator_id,line_id,stop_id,date,validations
42,2824,110840,2024-01-04,55
41,1252,171909,2024-01-04,55
44,4600,090207,2024-01-04,55
43,3103,140341,2024-01-04,55
44,4642,160123,2024-01-04,55
44,4436,160105,2024-01-04,55
43,3526,020697,2024-01-04,55
41,1623,050239,2024-01-04,55
43,3536,140108,2024-01-04,55
42,2327,180517,2024-01-04,55
41,1711,030801,2024-01-04,55
42,2772,070344,2024-01-04,55
41,1103,120047,2024-01-04,55
42,2715,070343,2024-01-04,55
44,4704,010082,2024-01-04,55
42,2764,110621,2024-01-04,55
42,2708,070112,2024-01-04,55
42,2781,110133,2024-01-04,55
43,3021,020705,2024-01-04,55
43,3119,140042,2024-01-04,55
42,2706,070943,2024-01-04,55
42,2753,070037,2024-01-04,55
42,2106,080207,2024-01-04,55
43,3536,140112,2024-01-04,55
43,3220,150594,2024-01-04,55
44,4600,040009,2024-01-04,55
42,2722,071229,2024-01-04,55
44,4312,130256,2024-01-04,55
42,2706,071165,2024-01-04,55
42,2209,110099,2024-01-04,55
41,1511,030846,2024-01-04,55
42,2762,110553,2024-01-04,55
43,3011,020072,2024-01-04,55
41,1720,060049,2024-01-04,55
42,2764,070029,2024-01-04,55
42,2790,071641,2024-01-04,55
41,1523,121114,2024-01-04,55
41,1710,110024,2024-01-04,55
43,3526,140716,2024-01-04,55
42,2601,070032,2024-01-04,55
41,1718,060107,2024-01-04,55
43,3703,061216,2024-01-04,55
41,1525,170917,2024-01-04,55
44,4441,160401,2024-01-04,55
41,1252,171159,2024-01-04,54
42,2769,070312,2024-01-04,54
42,2303,180115,2024-01-04,54
43,3041,020617,2024-01-04,54
42,2792,181001,2024-01-04,54
41,1011,030379,2024-01-04,54
43,3011,020115,2024-01-04,54
42,2764,071147,2024-01-04,54
42,2207,110175,2024-01-04,54
42,2823,110677,2024-01-04,54
42,2812,110127,2024-01-04,54
43,3721,150056,2024-01-04,54
43,3536,140110,2024-01-04,54
41,1720,030685,2024-01-04,54
43,3516,020187,2024-01-04,54
43,3508,140069,2024-01-04,54
42,2710,070629,2024-01-04,54
42,2812,060157,2024-01-04,54
42,2725,070585,2024-01-04,54
42,2776,070032,2024-01-04,54
41,1101,120019,2024-01-04,54
42,2729,071313,2024-01-04,54
42,2812,110515,2024-01-04,54
43,3022,020641,2024-01-04,54
41,1514,030422,2024-01-04,54
42,2776,070354,2024-01-04,54
41,1003,030186,2024-01-04,54
42,2207,110128,2024-01-04,54
41,1212,170593,2024-01-04,54
43,3508,140307,2024-01-04,54
41,1236,172496,2024-01-04,54
41,1709,060477,2024-01-04,54
42,2601,110699,2024-01-04,54
42,2814,110442,2024-01-04,54
41,1711,172170,2024-01-04,54
44,4602,040016,2024-01-04,54
43,3017,020590,2024-01-04,54
41,1709,030805,2024-01-04,54
43,3021,020317,2024-01-04,54
43,3605,140129,2024-01-04,54
43,3505,020429,2024-01-04,54
43,3536,140103,2024-01-04,54
41,1615,050418,2024-01-04,54
41,1638,120817,2024-01-04,54
41,1635,110055,2024-01-04,54
42,2713,071378,2024-01-04,54
43,3022,020041,2024-01-04,54
43,3108,140522,2024-01-04,54
42,2772,070317,2024-01-04,54
44,4411,160047,2024-01-04,54
42,2524,110321,2024-01-04,54
42,2710,070626,2024-01-04,54
43,3119,140047,2024-01-04,54
41,1714,030533,2024-01-04,54
41,1502,121049,2024-01-04,54
42,2750,070037,2024-01-04,53
42,2021,070250,2024-01-04,53
42,2601,071132,2024-01-04,53
42,2216,110395,2024-01-04,53
44,4602,090231,2024-01-04,53
41,1709,171553,2024-01-04,53
42,2710,070107,2024-01-04,53
44,4705,100038,2024-01-04,53
43,3521,140201,2024-01-04,53
43,3547,149003,2024-01-04,53
42,2790,180716,2024-01-04,53
43,3716,020088,2024-01-04,53
42,2790,180720,2024-01-04,53
42,2713,071404,2024-01-04,53
42,2812,110353,2024-01-04,53
42,2020,070313,2024-01-04,53
42,2515,110466,2024-01-04,53
41,1631,170093,2024-01-04,53
44,4600,090007,2024-01-04,53
41,1703,030101,2024-01-04,53
42,2203,110066,2024-01-04,53
42,2031,070701,2024-01-04,53
43,3508,140662,2024-01-04,53
41,1514,030613,2024-01-04,53
41,1722,120017,2024-01-04,53
42,2037,070379,2024-01-04,53
41,1221,170462,2024-01-04,53
43,3545,149990,2024-01-04,53
42,2795,070678,2024-01-04,53
42,2713,060263,2024-01-04,53
42,2732,070698,2024-01-04,53
41,1014,030475,2024-01-04,53
42,2794,180560,2024-01-04,53
43,3512,020500,2024-01-04,53
43,3506,140715,2024-01-04,53
41,1729,060149,2024-01-04,53
42,2735,070698,2024-01-04,53
43,3040,020512,2024-01-04,53
41,1717,121255,2024-01-04,53
41,1720,030322,2024-01-04,53
42,2823,110074,2024-01-04,53
44,4204,100137,2024-01-04,53
44,4706,060005,2024-01-04,53
43,3112,140250,2024-01-04,53
41,1721,030477,2024-01-04,53
43,3012,020423,2024-01-04,53
44,4441,160023,2024-01-04,53
41,1005,030175,2024-01-04,53
43,3009,020041,2024-01-04,53
41,1601,030477,2024-01-04,53
44,4411,160320,2024-01-04,53
43,3710,020445,2024-01-04,53
41,1715,060141,2024-01-04,53
41,1622,170493,2024-01-04,52
41,1225,172532,2024-01-04,52
41,1721,170915,2024-01-04,52
41,1716,170593,2024-01-04,52
42,2524,110359,2024-01-04,52
41,1252,171875,2024-01-04,52
42,2823,110823,2024-01-04,52
42,2327,180499,2024-01-04,52
42,2823,110683,2024-01-04,52
44,4703,010010,2024-01-04,52
43,3009,020061,2024-01-04,52
43,3022,020045,2024-01-04,52
44,4441,160404,2024-01-04,52
42,2218,110335,2024-01-04,52
41,1716,171083,2024-01-04,52
41,1245,171631,2024-01-04,52
43,3027,020291,2024-01-04,52
43,3111,140269,2024-01-04,52
41,1724,120353,2024-01-04,52
41,1251,170138,2024-01-04,52
42,2728,070515,2024-01-04,52
42,2790,060267,2024-01-04,52
43,3113,140055,2024-01-04,52
42,2776,070555,2024-01-04,52
43,3217,150259,2024-01-04,52
43,3620,150024,2024-01-04,52
41,1716,030446,2024-01-04,52
44,4203,100088,2024-01-04,52
43,3012,020421,2024-01-04,52
41,1226,170871,2024-01-04,52
43,3017,020522,2024-01-04,52
42,2736,070511,2024-01-04,52
42,2601,030155,2024-01-04,52
42,2831,110679,2024-01-04,52
42,2725,070515,2024-01-04,52
41,1518,030346,2024-01-04,52
41,1226,170893,2024-01-04,52
41,1628,050359,2024-01-04,52
42,2727,070105,2024-01-04,52
43,3112,140333,2024-01-04,52
41,1707,030187,2024-01-04,52
43,3011,020100,2024-01-04,52
43,3506,020865,2024-01-04,52
41,1520,170491,2024-01-04,52
43,3709,029999,2024-01-04,52
41,1223,170493,2024-01-04,52
42,2769,071137,2024-01-04,52
42,2795,071431,2024-01-04,52
42,2727,070121,2024-01-04,52
41,1720,060043,2024-01-04,52
41,1717,030105,2024-01-04,52
41,1616,120997,2024-01-04,52
43,3717,020689,2024-01-04,52
42,2029,070607,2024-01-04,52
42,2803,080205,2024-01-04,52
41,1103,120323,2024-01-04,52
44,4901,162006,2024-01-04,52
42,2222,110599,2024-01-04,52
41,1713,120343,2024-01-04,52
42,2327,180479,2024-01-04,52
43,3536,140113,2024-01-04,52
42,2781,110093,2024-01-04,52
41,1634,171265,2024-01-04,51
42,2764,110622,2024-01-04,51
42,2778,110410,2024-01-04,51
42,2220,110553,2024-01-04,51
42,2790,180499,2024-01-04,51
43,3220,150455,2024-01-04,51
41,1507,120313,2024-01-04,51
41,1714,121249,2024-01-04,51
42,2790,071429,2024-01-04,51
41,1502,120033,2024-01-04,51
41,1206,170199,2024-01-04,51
41,1507,030049,2024-01-04,51
44,4411,160035,2024-01-04,51
42,2029,070605,2024-01-04,51
42,2215,110478,2024-01-04,51
41,1721,030327,2024-01-04,51
41,1726,120313,2024-01-04,51
43,3715,020072,2024-01-04,51
43,3512,020497,2024-01-04,51
42,2708,071313,2024-01-04,51
42,2713,070889,2024-01-04,51
43,3041,020492,2024-01-04,51
43,3220,150593,2024-01-04,51
42,2031,070675,2024-01-04,51
43,3103,140331,2024-01-04,51
42,2797,180734,2024-01-04,51
44,4426,160434,2024-01-04,51
42,2730,070745,2024-01-04,51
43,3012,020331,2024-01-04,51
43,3635,150261,2024-01-04,51
42,2336,180637,2024-01-04,51
41,1248,171315,2024-01-04,51
41,1509,030846,2024-01-04,51
41,1706,060435,2024-01-04,51
42,2736,070894,2024-01-04,51
42,2729,070585,2024-01-04,51
43,3717,140723,2024-01-04,51
41,1709,030719,2024-01-04,51
41,1518,170869,2024-01-04,51
41,1715,170470,2024-01-04,51
42,2220,110543,2024-01-04,51
43,3012,020311,2024-01-04,51
42,2333,180786,2024-01-04,51
42,2601,110684,2024-01-04,51
41,1714,030516,2024-01-04,51
41,1241,171331,2024-01-04,51
42,2764,060157,2024-01-04,51
42,2722,071275,2024-01-04,51
41,1218,170485,2024-01-04,51
41,1616,120925,2024-01-04,51
43,3021,020575,2024-01-04,51
41,1101,120075,2024-01-04,51
41,1219,170462,2024-01-04,50
42,2723,070917,2024-01-04,50
42,2821,110094,2024-01-04,50
41,1721,170925,2024-01-04,50
42,2728,070748,2024-01-04,50
43,3114,140343,2024-01-04,50
41,1721,030601,2024-01-04,50
44,4402,160044,2024-01-04,50
41,1517,030187,2024-01-04,50
43,3108,140221,2024-01-04,50
41,1502,121050,2024-01-04,50
41,1724,120173,2024-01-04,50
42,2729,070785,2024-01-04,50
42,2331,180780,2024-01-04,50
44,4436,160177,2024-01-04,50
43,3716,060017,2024-01-04,50
42,2736,070887,2024-01-04,50
41,1612,170773,2024-01-04,50
41,1601,120807,2024-01-04,50
44,4730,160807,2024-01-04,50
43,3507,020275,2024-01-04,50
42,2219,110531,2024-01-04,50
42,2754,070020,2024-01-04,50
41,1508,030328,2024-01-04,50
41,1715,121249,2024-01-04,50
42,2706,060227,2024-01-04,50
41,1204,170176,2024-01-04,50
41,1716,121249,2024-01-04,50
42,2031,070693,2024-01-04,50
43,3512,020687,2024-01-04,50
43,3103,140345,2024-01-04,50
43,3513,020497,2024-01-04,50
41,1103,120296,2024-01-04,50
44,4426,160065,2024-01-04,50
42,2212,110127,2024-01-04,50
42,2303,180053,2024-01-04,50
43,3221,150262,2024-01-04,50
41,1226,172511,2024-01-04,50
43,3506,140723,2024-01-04,50
42,2795,071395,2024-01-04,50
41,1502,030541,2024-01-04,50
41,1519,172161,2024-01-04,50
41,1251,170093,2024-01-04,50
42,2202,110074,2024-01-04,50
44,4642,160029,2024-01-04,50
43,3108,140315,2024-01-04,50
43,3022,020407,2024-01-04,50
43,3702,020066,2024-01-04,50
41,1211,170558,2024-01-04,49
43,3601,040141,2024-01-04,49
43,3040,020511,2024-01-04,49
43,3536,140091,2024-01-04,49
41,1003,030163,2024-01-04,49
41,1707,030239,2024-01-04,49
42,2333,180355,2024-01-04,49
42,2824,110834,2024-01-04,49
41,1624,171343,2024-01-04,49
42,2772,070299,2024-01-04,49
42,2601,110075,2024-01-04,49
42,2791,180720,2024-01-04,49
43,3601,040075,2024-01-04,49
41,1226,170595,2024-01-04,49
42,2303,180142,2024-01-04,49
42,2776,071131,2024-01-04,49
42,2218,110519,2024-01-04,49
43,3717,020865,2024-01-04,49
41,1612,120897,2024-01-04,49
42,2220,110547,2024-01-04,49
41,1522,120279,2024-01-04,49
41,1209,170478,2024-01-04,49
44,4703,010009,2024-01-04,49
43,3113,140069,2024-01-04,49
42,2532,180472,2024-01-04,49
41,1601,030346,2024-01-04,49
41,1502,120319,2024-01-04,49
44,4702,010135,2024-01-04,49
44,4512,100174,2024-01-04,49
41,1522,120343,2024-01-04,49
41,1631,050415,2024-01-04,49
42,2736,071411,2024-01-04,49
42,2222,110323,2024-01-04,49
41,1601,120811,2024-01-04,49
42,2790,070677,2024-01-04,49
41,1721,170931,2024-01-04,49
42,2703,071298,2024-01-04,49
41,1721,170909,2024-01-04,49
42,2626,171314,2024-01-04,49
43,3512,020533,2024-01-04,49
41,1251,170061,2024-01-04,49
42,2797,180486,2024-01-04,49
41,1721,030325,2024-01-04,49
41,1614,170806,2024-01-04,49
41,1502,120103,2024-01-04,49
44,4439,162004,2024-01-04,49
41,1617,120607,2024-01-04,49
43,3017,020179,2024-01-04,49
43,3110,140537,2024-01-04,49
43,3527,020088,2024-01-04,49
41,1211,170562,2024-01-04,49
42,2790,180213,2024-01-04,49
42,2795,071234,2024-01-04,49
43,3717,140755,2024-01-04,49
41,1514,030621,2024-01-04,49
43,3041,020740,2024-01-04,49
44,4411,160057,2024-01-04,49
44,4600,090002,2024-01-04,49
42,2711,070697,2024-01-04,49
43,3506,020115,2024-01-04,49
41,1718,030319,2024-01-04,49
42,2722,071437,2024-01-04,49
41,1249,171768,2024-01-04,49
42,2601,110531,2024-01-04,49
41,1251,170077,2024-01-04,49
44,4426,160971,2024-01-04,49
43,3003,020106,2024-01-04,48
42,2137,080103,2024-01-04,48
42,2601,110102,2024-01-04,48
43,3012,020800,2024-01-04,48
42,2791,180609,2024-01-04,48
41,1713,120347,2024-01-04,48
42,2023,070517,2024-01-04,48
43,3011,020357,2024-01-04,48
43,3717,020859,2024-01-04,48
42,2209,110102,2024-01-04,48
41,1120,120771,2024-01-04,48
41,1012,030387,2024-01-04,48
41,1002,030101,2024-01-04,48
42,2778,070250,2024-01-04,48
44,4549,162008,2024-01-04,48
41,1615,121270,2024-01-04,48
41,1213,170635,2024-01-04,48
43,3512,020944,2024-01-04,48
41,1617,120567,2024-01-04,48
44,4512,010079,2024-01-04,48
41,1622,050005,2024-01-04,48
42,2708,071323,2024-01-04,48
42,2710,071393,2024-01-04,48
42,2224,110066,2024-01-04,48
42,2729,070814,2024-01-04,48
43,3013,020039,2024-01-04,48
43,3026,020111,2024-01-04,48
41,1715,170925,2024-01-04,48
42,2831,110158,2024-01-04,48
43,3508,020499,2024-01-04,48
43,3041,020533,2024-01-04,48
43,3101,140166,2024-01-04,48
41,1209,170453,2024-01-04,48
41,1251,170114,2024-01-04,48
44,4104,090053,2024-01-04,48
43,3605,140103,2024-01-04,48
43,3012,020185,2024-01-04,48
42,2522,110652,2024-01-04,48
44,4703,010083,2024-01-04,48
42,2772,070343,2024-01-04,48
41,1729,120309,2024-01-04,48
41,1103,120265,2024-01-04,48
43,3717,020001,2024-01-04,48
43,3704,020601,2024-01-04,48
42,2805,080207,2024-01-04,48
42,2219,110445,2024-01-04,48
41,1252,171877,2024-01-04,48
41,1249,170027,2024-01-04,48
42,2522,071177,2024-01-04,48
43,3119,140048,2024-01-04,48
43,3513,020499,2024-01-04,48
42,2822,110693,2024-01-04,48
42,2806,082308,2024-01-04,48
42,2794,180702,2024-01-04,48
43,3025,020075,2024-01-04,48
42,2776,110555,2024-01-04,48
41,1206,170303,2024-01-04,48
42,2223,111001,2024-01-04,48
43,3030,020002,2024-01-04,48
41,1716,030516,2024-01-04,48
41,1524,170693,2024-01-04,48
43,3030,020577,2024-01-04,48
43,3509,020682,2024-01-04,48
43,3101,140157,2024-01-04,48
41,1219,170640,2024-01-04,48
43,3119,140315,2024-01-04,48
44,4621,140077,2024-01-04,48
42,2021,070385,2024-01-04,48
43,3014,020385,2024-01-04,48
41,1219,170488,2024-01-04,48
42,2776,110621,2024-01-04,48
41,1221,170461,2024-01-04,48
42,2532,180213,2024-01-04,48
44,4706,100037,2024-01-04,48
43,3040,020837,2024-01-04,48
43,3105,140401,2024-01-04,47
41,1223,170672,2024-01-04,47
42,2727,070103,2024-01-04,47
41,1717,030101,2024-01-04,47
43,3601,020072,2024-01-04,47
44,4436,160059,2024-01-04,47
42,2037,070872,2024-01-04,47
41,1510,030477,2024-01-04,47
43,3512,140714,2024-01-04,47
43,3716,020911,2024-01-04,47
42,2812,110213,2024-01-04,47
43,3040,020509,2024-01-04,47
41,1709,030799,2024-01-04,47
42,2223,110077,2024-01-04,47
43,3620,150049,2024-01-04,47
42,2769,110622,2024-01-04,47
44,4212,100281,2024-01-04,47
42,2740,080280,2024-01-04,47
41,1526,172195,2024-01-04,47
41,1512,170927,2024-01-04,47
42,2831,110691,2024-01-04,47
41,1217,170747,2024-01-04,47
44,4706,100007,2024-01-04,47
41,1220,170455,2024-01-04,47
42,2522,071173,2024-01-04,47
43,3517,020094,2024-01-04,47
41,1707,030613,2024-01-04,47
42,2732,070676,2024-01-04,47
44,4642,160213,2024-01-04,47
44,4426,160105,2024-01-04,47
42,2791,180500,2024-01-04,47
44,4602,090221,2024-01-04,47
42,2722,071276,2024-01-04,47
41,1715,170920,2024-01-04,47
43,3119,140055,2024-01-04,47
42,2106,080282,2024-01-04,47
41,1124,120913,2024-01-04,47
44,4437,160049,2024-01-04,47
43,3111,140330,2024-01-04,47
41,1523,170453,2024-01-04,47
42,2632,110422,2024-01-04,47
43,3514,140350,2024-01-04,47
42,2729,071439,2024-01-04,47
41,1518,170925,2024-01-04,47
41,1101,120085,2024-01-04,47
43,3012,020359,2024-01-04,47
43,3001,020043,2024-01-04,47
42,2209,111001,2024-01-04,47
43,3704,020001,2024-01-04,47
41,1101,120065,2024-01-04,47
43,3605,140111,2024-01-04,47
42,2754,071067,2024-01-04,47
42,2515,110458,2024-01-04,47
42,2729,070693,2024-01-04,47
41,1212,170595,2024-01-04,47
44,4705,100095,2024-01-04,47
42,2605,172535,2024-01-04,47
44,4438,160027,2024-01-04,47
43,3709,060405,2024-01-04,47
41,1716,030685,2024-01-04,47
42,2219,110526,2024-01-04,47
41,1518,170896,2024-01-04,47
41,1240,171314,2024-01-04,47
42,2713,060282,2024-01-04,47
42,2797,180509,2024-01-04,47
42,2218,110338,2024-01-04,47
42,2215,110359,2024-01-04,47
43,3112,140569,2024-01-04,46
41,1502,120167,2024-01-04,46
42,2601,070555,2024-01-04,46
44,4512,100022,2024-01-04,46
44,4603,090192,2024-01-04,46
42,2927,180079,2024-01-04,46
42,2114,080103,2024-01-04,46
43,3504,020603,2024-01-04,46
43,3024,020145,2024-01-04,46
42,2781,110812,2024-01-04,46
42,2532,070385,2024-01-04,46
41,1213,170637,2024-01-04,46
42,2029,070579,2024-01-04,46
41,1522,120347,2024-01-04,46
43,3012,020555,2024-01-04,46
43,3508,140225,2024-01-04,46
44,4705,100031,2024-01-04,46
42,2215,110480,2024-01-04,46
43,3108,140611,2024-01-04,46
44,4600,100177,2024-01-04,46
43,3601,040081,2024-01-04,46
41,1513,170595,2024-01-04,46
44,4641,162007,2024-01-04,46
42,2730,070748,2024-01-04,46
41,1716,172065,2024-01-04,46
41,1523,170681,2024-01-04,46
44,4421,160297,2024-01-04,46
41,1232,170075,2024-01-04,46
43,3526,140634,2024-01-04,46
42,2750,110553,2024-01-04,46
42,2725,070043,2024-01-04,46
42,2716,070296,2024-01-04,46
42,2532,180489,2024-01-04,46
41,1716,060450,2024-01-04,46
41,1614,170137,2024-01-04,46
41,1507,030408,2024-01-04,46
44,4441,160159,2024-01-04,46
41,1523,170771,2024-01-04,46
43,3536,150070,2024-01-04,46
43,3506,140753,2024-01-04,46
42,2202,110099,2024-01-04,46
41,1610,121176,2024-01-04,46
42,2217,110093,2024-01-04,46
42,2772,071134,2024-01-04,46
43,3508,140317,2024-01-04,46
42,2029,070594,2024-01-04,46
42,2736,071369,2024-01-04,46
43,3009,020043,2024-01-04,46
41,1606,120625,2024-01-04,46
42,2218,110128,2024-01-04,46
41,1217,172500,2024-01-04,46
42,2710,070911,2024-01-04,46
42,2772,070340,2024-01-04,46
41,1528,120494,2024-01-04,46
42,2781,071161,2024-01-04,46
43,3546,140111,2024-01-04,46
42,2031,070673,2024-01-04,46
41,1617,170775,2024-01-04,46
44,4438,160028,2024-01-04,46
41,1101,120103,2024-01-04,46
42,2841,180109,2024-01-04,46
41,1633,080009,2024-01-04,46
41,1523,120938,2024-01-04,46
42,2524,110364,2024-01-04,46
42,2711,070635,2024-01-04,46
41,1228,170945,2024-01-04,46
41,1209,170470,2024-01-04,46
41,1205,170269,2024-01-04,46
43,3507,020405,2024-01-04,46
41,1706,030357,2024-01-04,46
42,2776,110785,2024-01-04,46
42,2303,180108,2024-01-04,46
43,3521,140210,2024-01-04,46
41,1523,170683,2024-01-04,46
44,4512,130451,2024-01-04,46
41,1205,170201,2024-01-04,46
42,2802,080199,2024-01-04,46
44,4642,150066,2024-01-04,46
43,3506,020859,2024-01-04,46
42,2764,070043,2024-01-04,46
43,3022,020277,2024-01-04,46
41,1722,120001,2024-01-04,46
41,1213,170489,2024-01-04,46
41,1614,050130,2024-01-04,46
41,1625,170079,2024-01-04,45
43,3103,140310,2024-01-04,45
43,3535,140111,2024-01-04,45
42,2725,070035,2024-01-04,45
43,3709,020665,2024-01-04,45
43,3040,020153,2024-01-04,45
43,3119,140051,2024-01-04,45
42,2790,071441,2024-01-04,45
41,1507,120589,2024-01-04,45
43,3003,020096,2024-01-04,45
42,2722,070743,2024-01-04,45
42,2209,110291,2024-01-04,45
42,2034,070707,2024-01-04,45
41,1706,030255,2024-01-04,45
43,3107,140423,2024-01-04,45
42,2711,070693,2024-01-04,45
43,3536,020493,2024-01-04,45
42,2729,071254,2024-01-04,45
42,2776,070352,2024-01-04,45
41,1706,030359,2024-01-04,45
42,2792,180508,2024-01-04,45
43,3536,020069,2024-01-04,45
42,2751,080269,2024-01-04,45
41,1245,171621,2024-01-04,45
41,1601,120747,2024-01-04,45
41,1209,170482,2024-01-04,45
43,3717,020499,2024-01-04,45
42,2212,110102,2024-01-04,45
42,2632,172579,2024-01-04,45
43,3506,020687,2024-01-04,45
41,1250,172483,2024-01-04,45
41,1506,030311,2024-01-04,45
43,3716,060401,2024-01-04,45
42,2711,070626,2024-01-04,45
42,2732,070514,2024-01-04,45
44,4406,160139,2024-01-04,45
41,1213,170449,2024-01-04,45
42,2601,110707,2024-01-04,45
43,3040,020533,2024-01-04,45
42,2515,071179,2024-01-04,45
41,1502,120101,2024-01-04,45
42,2901,082203,2024-01-04,45
41,1224,172478,2024-01-04,45
43,3113,140063,2024-01-04,45
43,3605,140113,2024-01-04,45
43,3703,020067,2024-01-04,45
43,3001,020047,2024-01-04,45
43,3114,140586,2024-01-04,45
42,2797,180465,2024-01-04,45
42,2776,070029,2024-01-04,45
43,3710,020447,2024-01-04,45
42,2711,070624,2024-01-04,45
43,3506,140709,2024-01-04,45
43,3040,020499,2024-01-04,45
42,2510,070035,2024-01-04,45
44,4411,160037,2024-01-04,45
42,2791,180499,2024-01-04,45
43,3523,140212,2024-01-04,45
41,1715,170631,2024-01-04,45
42,2722,060307,2024-01-04,45
42,2710,071357,2024-01-04,44
41,1502,030533,2024-01-04,44
44,4600,090209,2024-01-04,44
43,3716,020337,2024-01-04,44
41,1523,121119,2024-01-04,44
43,3011,020106,2024-01-04,44
42,2537,180479,2024-01-04,44
41,1005,030181,2024-01-04,44
44,4521,130346,2024-01-04,44
44,4600,100348,2024-01-04,44
43,3523,140129,2024-01-04,44
43,3701,060384,2024-01-04,44
43,3113,140052,2024-01-04,44
41,1254,171460,2024-01-04,44
44,4434,160101,2024-01-04,44
41,1245,171665,2024-01-04,44
42,2513,070035,2024-01-04,44
42,2795,070742,2024-01-04,44
44,4434,160629,2024-01-04,44
42,2030,070619,2024-01-04,44
44,4203,100061,2024-01-04,44
42,2750,070555,2024-01-04,44
43,3715,140641,2024-01-04,44
41,1707,030277,2024-01-04,44
42,2797,071195,2024-01-04,44
43,3526,140715,2024-01-04,44
42,2778,070037,2024-01-04,44
41,1223,170675,2024-01-04,44
42,2327,180497,2024-01-04,44
42,2303,180102,2024-01-04,44
43,3023,020697,2024-01-04,44
42,2328,180099,2024-01-04,44
41,1721,171027,2024-01-04,44
41,1213,170611,2024-01-04,44
43,3512,020499,2024-01-04,44
41,1622,170451,2024-01-04,44
41,1234,171177,2024-01-04,44
42,2110,080207,2024-01-04,44
41,1616,170730,2024-01-04,44
42,2727,070110,2024-01-04,44
43,3026,020535,2024-01-04,44
41,1218,170477,2024-01-04,44
42,2781,110718,2024-01-04,44
41,1107,120261,2024-01-04,44
41,1514,030689,2024-01-04,44
43,3012,020179,2024-01-04,44
43,3111,140271,2024-01-04,44
44,4438,160105,2024-01-04,44
43,3012,020341,2024-01-04,44
42,2911,080407,2024-01-04,44
42,2515,071181,2024-01-04,44
41,1525,120905,2024-01-04,44
42,2708,071335,2024-01-04,44
43,3111,140557,2024-01-04,44
43,3025,020641,2024-01-04,44
43,3040,020164,2024-01-04,44
44,4703,010081,2024-01-04,44
41,1529,120938,2024-01-04,44
42,2601,110685,2024-01-04,44
42,2790,071434,2024-01-04,44
43,3119,140129,2024-01-04,44
43,3007,020058,2024-01-04,44
42,2730,070727,2024-01-04,44
42,2822,110699,2024-01-04,44
42,2701,110047,2024-01-04,44
41,1720,030299,2024-01-04,44
43,3040,020496,2024-01-04,44
44,4411,160321,2024-01-04,44
42,2781,110723,2024-01-04,44
44,4403,160077,2024-01-04,44
43,3543,150522,2024-01-04,44
43,3111,140250,2024-01-04,43
42,2601,110543,2024-01-04,43
42,2203,110135,2024-01-04,43
43,3615,040007,2024-01-04,43
43,3012,020075,2024-01-04,43
43,3544,140847,2024-01-04,43
44,4600,090006,2024-01-04,43
43,3536,140106,2024-01-04,43
43,3103,140047,2024-01-04,43
41,1223,170655,2024-01-04,43
41,1710,171619,2024-01-04,43
41,1622,050130,2024-01-04,43
42,2037,070919,2024-01-04,43
42,2754,071132,2024-01-04,43
42,2620,070035,2024-01-04,43
41,1524,170733,2024-01-04,43
41,1502,120107,2024-01-04,43
42,2303,180043,2024-01-04,43
41,1712,030445,2024-01-04,43
41,1002,030843,2024-01-04,43
43,3545,140131,2024-01-04,43
43,3721,150076,2024-01-04,43
42,2790,180875,2024-01-04,43
42,2522,071172,2024-01-04,43
42,2791,180730,2024-01-04,43
42,2790,180536,2024-01-04,43
42,2736,060291,2024-01-04,43
43,3114,140295,2024-01-04,43
43,3513,140697,2024-01-04,43
43,3512,140723,2024-01-04,43
42,2769,070311,2024-01-04,43
43,3504,020275,2024-01-04,43
41,1502,120035,2024-01-04,43
43,3114,140315,2024-01-04,43
42,2212,110085,2024-01-04,43
42,2792,180490,2024-01-04,43
43,3012,020045,2024-01-04,43
44,4710,130026,2024-01-04,43
41,1251,170062,2024-01-04,43
43,3105,140411,2024-01-04,43
42,2812,110229,2024-01-04,43
42,2130,080103,2024-01-04,43
44,4600,100422,2024-01-04,43
42,2750,070538,2024-01-04,43
42,2790,180725,2024-01-04,43
42,2223,110423,2024-01-04,43
41,1514,030695,2024-01-04,43
41,1120,120766,2024-01-04,43
42,2823,110675,2024-01-04,43
42,2327,180519,2024-01-04,43
44,4441,160031,2024-01-04,43
42,2723,070379,2024-01-04,43
42,2207,110025,2024-01-04,43
41,1523,170493,2024-01-04,43
41,1719,030257,2024-01-04,43
43,3040,020609,2024-01-04,43
43,3003,020097,2024-01-04,43
41,1614,170800,2024-01-04,43
43,3536,020492,2024-01-04,43
41,1624,171949,2024-01-04,43
42,2729,070515,2024-01-04,43
41,1512,171267,2024-01-04,43
41,1703,030181,2024-01-04,43
42,2736,071403,2024-01-04,43
44,4600,090187,2024-01-04,43
41,1717,030727,2024-01-04,43
42,2790,180543,2024-01-04,43
42,2718,070383,2024-01-04,43
44,4600,100349,2024-01-04,43
43,3021,020389,2024-01-04,43
42,2026,070385,2024-01-04,43
44,4600,010179,2024-01-04,43
41,1103,120060,2024-01-04,43
41,1103,120309,2024-01-04,43
44,4512,100011,2024-01-04,43
41,1731,170493,2024-01-04,43
41,1219,170635,2024-01-04,43
43,3516,020136,2024-01-04,43
44,4409,160266,2024-01-04,43
41,1715,170926,2024-01-04,43
42,2537,180503,2024-01-04,43
41,1635,110170,2024-01-04,43
42,2723,070922,2024-01-04,42
41,1213,170649,2024-01-04,42
42,2794,180536,2024-01-04,42
